gene_symbol,ensg_id,gene_type,gene_length,ensp_id,protein_length
PIP5K1C,ENSG00000186111,protein_coding,7106,ENSP00000466363,707
OR5D14,ENSG00000186113,protein_coding,945,ENSP00000334456,314
CYP4F2,ENSG00000186115,protein_coding,3099,ENSP00000011989,520
TEX38,ENSG00000186118,protein_coding,1464,ENSP00000455854,206
OR5D18,ENSG00000186119,protein_coding,942,ENSP00000335025,313
ZBTB6,ENSG00000186130,protein_coding,4099,ENSP00000362763,424
C2orf76,ENSG00000186132,protein_coding,1554,ENSP00000335041,126
TAS2R42,ENSG00000186136,protein_coding,945,ENSP00000334050,314
POLR3C,ENSG00000186141,protein_coding,12068,ENSP00000334564,534
PRR30,ENSG00000186143,protein_coding,2008,ENSP00000335017,412
DEFB131A,ENSG00000186146,protein_coding,485,ENSP00000335538,70
UBL4B,ENSG00000186150,protein_coding,1505,ENSP00000334044,174
WWOX,ENSG00000186153,protein_coding,17115,ENSP00000485925,446
CYP4Z1,ENSG00000186160,protein_coding,2252,ENSP00000334246,505
CENATAC,ENSG00000186166,protein_coding,5111,ENSP00000334767,332
BCL9L,ENSG00000186174,protein_coding,10788,ENSP00000335320,1499
POLR1D,ENSG00000186184,protein_coding,12363,ENSP00000302478,133
KIF18B,ENSG00000186185,protein_coding,4717,ENSP00000465992,852
ZNRF1,ENSG00000186187,protein_coding,8830,ENSP00000323362,278
FFAR4,ENSG00000186188,protein_coding,4060,ENSP00000360538,377
BPIFB3,ENSG00000186190,protein_coding,1738,ENSP00000364643,472
BPIFB4,ENSG00000186191,protein_coding,2815,ENSP00000501266,736
SAPCD2,ENSG00000186193,protein_coding,3814,ENSP00000386348,394
EDARADD,ENSG00000186197,protein_coding,3996,ENSP00000335076,215
SLC51B,ENSG00000186198,protein_coding,924,ENSP00000335292,128
CYP4F12,ENSG00000186204,protein_coding,5090,ENSP00000321821,524
MTARC1,ENSG00000186205,protein_coding,14186,ENSP00000511594,393
LCE5A,ENSG00000186207,protein_coding,860,ENSP00000333952,118
SOWAHB,ENSG00000186212,protein_coding,3993,ENSP00000334879,793
BLOC1S4,ENSG00000186222,protein_coding,1491,ENSP00000318128,217
LCE1E,ENSG00000186226,protein_coding,1299,ENSP00000357759,118
ZNF749,ENSG00000186230,protein_coding,4637,ENSP00000333980,778
KLHL32,ENSG00000186231,protein_coding,4124,ENSP00000358265,620
MRTFB,ENSG00000186260,protein_coding,16580,ENSP00000459626,1099
BTLA,ENSG00000186265,protein_coding,6509,ENSP00000333919,289
ZNF17,ENSG00000186272,protein_coding,3759,ENSP00000302455,664
KDM4D,ENSG00000186280,protein_coding,2951,ENSP00000334181,523
GPAT2,ENSG00000186281,protein_coding,5684,ENSP00000389395,801
TOR3A,ENSG00000186283,protein_coding,3224,ENSP00000356599,397
PABPC1L2A,ENSG00000186288,protein_coding,2237,ENSP00000362618,200
GABRA5,ENSG00000186297,protein_coding,3607,ENSP00000335592,462
PPP1CC,ENSG00000186298,protein_coding,6906,ENSP00000341779,337
ZNF555,ENSG00000186300,protein_coding,8542,ENSP00000334853,628
OR10T2,ENSG00000186306,protein_coding,945,ENSP00000334115,314
NAP1L3,ENSG00000186310,protein_coding,2649,ENSP00000362171,506
PRELID2,ENSG00000186314,protein_coding,8050,ENSP00000335675,189
BACE1,ENSG00000186318,protein_coding,8689,ENSP00000318585,501
RGS9BP,ENSG00000186326,protein_coding,2453,ENSP00000334134,235
TMEM212,ENSG00000186329,protein_coding,2719,ENSP00000334072,194
SLC36A3,ENSG00000186334,protein_coding,4979,ENSP00000366942,511
SLC36A2,ENSG00000186335,protein_coding,4269,ENSP00000334223,483
THBS2,ENSG00000186340,protein_coding,7197,ENSP00000497834,1177
RXRA,ENSG00000186350,protein_coding,12077,ENSP00000419692,462
ANKRD37,ENSG00000186352,protein_coding,2253,ENSP00000335147,158
NUDT17,ENSG00000186364,protein_coding,1657,ENSP00000334437,328
MINAR2,ENSG00000186367,protein_coding,2339,ENSP00000454268,190
ZNF75D,ENSG00000186376,protein_coding,7168,ENSP00000359802,510
CYP4X1,ENSG00000186377,protein_coding,2447,ENSP00000360968,509
KRT26,ENSG00000186393,protein_coding,1772,ENSP00000334798,468
KRT10,ENSG00000186395,protein_coding,2163,ENSP00000490524,624
GOLGA8R,ENSG00000186399,protein_coding,7709,ENSP00000323217,631
CD300E,ENSG00000186407,protein_coding,3761,ENSP00000376395,205
CCDC30,ENSG00000186409,protein_coding,25199,ENSP00000499662,938
NKRF,ENSG00000186416,protein_coding,4552,ENSP00000508667,783
GLDN,ENSG00000186417,protein_coding,7110,ENSP00000335196,551
FCAR,ENSG00000186431,protein_coding,3327,ENSP00000347714,287
KPNA4,ENSG00000186432,protein_coding,13643,ENSP00000334373,521
TRDN,ENSG00000186439,protein_coding,15310,ENSP00000333984,729
OR6P1,ENSG00000186440,protein_coding,3255,ENSP00000492936,317
KRT3,ENSG00000186442,protein_coding,2319,ENSP00000413479,628
ZNF501,ENSG00000186446,protein_coding,3910,ENSP00000379363,271
ZNF197,ENSG00000186448,protein_coding,7995,ENSP00000345809,1029
SPATA12,ENSG00000186451,protein_coding,2190,ENSP00000335392,190
TMPRSS12,ENSG00000186452,protein_coding,3336,ENSP00000381476,348
FAM228A,ENSG00000186453,protein_coding,2460,ENSP00000412833,274
DEFB132,ENSG00000186458,protein_coding,2133,ENSP00000371813,95
NAP1L2,ENSG00000186462,protein_coding,2553,ENSP00000362616,460
RPS23,ENSG00000186468,protein_coding,4061,ENSP00000296674,143
GNG2,ENSG00000186469,protein_coding,6379,ENSP00000450758,110
BTN3A2,ENSG00000186470,protein_coding,7042,ENSP00000348751,334
AKAP14,ENSG00000186471,protein_coding,1170,ENSP00000360485,197
PCLO,ENSG00000186472,protein_coding,22874,ENSP00000334319,5142
KLK12,ENSG00000186474,protein_coding,1769,ENSP00000250351,254
RGS7BP,ENSG00000186479,protein_coding,4628,ENSP00000334851,257
INSIG1,ENSG00000186480,protein_coding,3650,ENSP00000344741,277
MYT1L,ENSG00000186487,protein_coding,35249,ENSP00000496210,1207
ZNF396,ENSG00000186496,protein_coding,6080,ENSP00000466500,335
TMEM222,ENSG00000186501,protein_coding,4476,ENSP00000363189,208
OR9Q1,ENSG00000186509,protein_coding,2488,ENSP00000334934,310
CLCNKA,ENSG00000186510,protein_coding,3476,ENSP00000332771,687
OR9Q2,ENSG00000186513,protein_coding,3774,ENSP00000492924,314
ARHGAP30,ENSG00000186517,protein_coding,5064,ENSP00000356992,1101
SEPTIN10,ENSG00000186522,protein_coding,4251,ENSP00000349116,544
FAM86B1,ENSG00000186523,protein_coding,4147,ENSP00000432931,330
CYP4F8,ENSG00000186526,protein_coding,7049,ENSP00000477567,520
CYP4F3,ENSG00000186529,protein_coding,5517,ENSP00000221307,520
SMYD4,ENSG00000186532,protein_coding,6798,ENSP00000304360,804
DEFB105A,ENSG00000186562,protein_coding,1283,ENSP00000334330,78
FOXD2,ENSG00000186564,protein_coding,2648,ENSP00000335493,495
GPATCH8,ENSG00000186566,protein_coding,9737,ENSP00000467556,1502
CEACAM19,ENSG00000186567,protein_coding,5173,ENSP00000384887,300
DEFB107A,ENSG00000186572,protein_coding,389,ENSP00000334681,70
NF2,ENSG00000186575,protein_coding,7650,ENSP00000344666,595
SMIM29,ENSG00000186577,protein_coding,1866,ENSP00000489784,159
DEFB106A,ENSG00000186579,protein_coding,336,ENSP00000335307,65
SPATC1,ENSG00000186583,protein_coding,2170,ENSP00000366690,591
UBE2H,ENSG00000186591,protein_coding,6514,ENSP00000347836,183
DEFB105B,ENSG00000186599,protein_coding,321,ENSP00000335281,78
HPDL,ENSG00000186603,protein_coding,1816,ENSP00000335060,371
KATNA1,ENSG00000186625,protein_coding,2255,ENSP00000335106,491
FSD2,ENSG00000186628,protein_coding,6536,ENSP00000335651,749
ARAP1,ENSG00000186635,protein_coding,9052,ENSP00000377233,1450
KIF24,ENSG00000186638,protein_coding,6479,ENSP00000384433,1368
PDE2A,ENSG00000186642,protein_coding,7182,ENSP00000334910,941
SPDYE17,ENSG00000186645,protein_coding,2900,ENSP00000501236,265
CARMIL3,ENSG00000186648,protein_coding,6657,ENSP00000340467,1372
PRG2,ENSG00000186652,protein_coding,1845,ENSP00000312134,222
PRR5,ENSG00000186654,protein_coding,5068,ENSP00000384848,411
ZFP91,ENSG00000186660,protein_coding,5776,ENSP00000339030,570
C17orf58,ENSG00000186665,protein_coding,2436,ENSP00000489720,339
BCDIN3D,ENSG00000186666,protein_coding,3694,ENSP00000335201,292
MAGEE2,ENSG00000186675,protein_coding,2268,ENSP00000362457,523
CYP27C1,ENSG00000186684,protein_coding,5205,ENSP00000499243,537
LYRM7,ENSG00000186687,protein_coding,6219,ENSP00000368688,104
CFAP73,ENSG00000186710,protein_coding,1860,ENSP00000333915,308
CCDC73,ENSG00000186714,protein_coding,7404,ENSP00000335325,1079
BCR,ENSG00000186716,protein_coding,12234,ENSP00000303507,1271
OR10H1,ENSG00000186723,protein_coding,4454,ENSP00000335596,318
MPPED1,ENSG00000186732,protein_coding,5821,ENSP00000388137,326
FSCN2,ENSG00000186765,protein_coding,2038,ENSP00000334665,516
FOXI2,ENSG00000186766,protein_coding,3264,ENSP00000373572,318
SPIN4,ENSG00000186767,protein_coding,4105,ENSP00000364018,249
ZNF732,ENSG00000186777,protein_coding,2346,ENSP00000415774,585
SPIN2B,ENSG00000186787,protein_coding,1479,ENSP00000275988,258
SPATA31D3,ENSG00000186788,protein_coding,4926,ENSP00000488117,917
FOXE3,ENSG00000186790,protein_coding,1768,ENSP00000334472,319
HYAL3,ENSG00000186792,protein_coding,1967,ENSP00000337425,417
KCNK18,ENSG00000186795,protein_coding,1155,ENSP00000334650,384
IFNA10,ENSG00000186803,protein_coding,963,ENSP00000369566,189
VSIG10L,ENSG00000186806,protein_coding,3786,ENSP00000335623,867
CXCR3,ENSG00000186810,protein_coding,1862,ENSP00000362795,415
ZNF397,ENSG00000186812,protein_coding,8715,ENSP00000331577,534
ZSCAN30,ENSG00000186814,protein_coding,8010,ENSP00000329738,494
TPCN1,ENSG00000186815,protein_coding,8728,ENSP00000438125,888
LILRB4,ENSG00000186818,protein_coding,6328,ENSP00000375613,449
TNFRSF4,ENSG00000186827,protein_coding,1975,ENSP00000514728,355
KRT16,ENSG00000186832,protein_coding,2477,ENSP00000301653,473
HEXIM1,ENSG00000186834,protein_coding,3625,ENSP00000328773,359
SELENOV,ENSG00000186838,protein_coding,1682,ENSP00000333956,346
LCE1A,ENSG00000186844,protein_coding,625,ENSP00000334869,110
KRT14,ENSG00000186847,protein_coding,2255,ENSP00000167586,472
TRABD2A,ENSG00000186854,protein_coding,8771,ENSP00000387075,505
KRTAP17-1,ENSG00000186860,protein_coding,799,ENSP00000333993,105
PDZD7,ENSG00000186862,protein_coding,6602,ENSP00000480489,1033
POFUT2,ENSG00000186866,protein_coding,5862,ENSP00000339613,429
QRFPR,ENSG00000186867,protein_coding,2830,ENSP00000377948,431
MAPT,ENSG00000186868,protein_coding,18400,ENSP00000262410,833
ERCC6L,ENSG00000186871,protein_coding,4344,ENSP00000334675,1250
OR13F1,ENSG00000186881,protein_coding,960,ENSP00000334452,319
OR5D3P,ENSG00000186886,protein_coding,3685,ENSP00000493820,323
TMEM17,ENSG00000186889,protein_coding,2985,ENSP00000335094,198
TNFRSF18,ENSG00000186891,protein_coding,1271,ENSP00000328207,255
FGF3,ENSG00000186895,protein_coding,1607,ENSP00000334122,239
C1QL4,ENSG00000186897,protein_coding,2073,ENSP00000335285,238
RTN4RL2,ENSG00000186907,protein_coding,2408,ENSP00000335397,420
ZDHHC17,ENSG00000186908,protein_coding,8285,ENSP00000403397,632
SERPINA11,ENSG00000186910,protein_coding,1486,ENSP00000335024,422
P2RY4,ENSG00000186912,protein_coding,2039,ENSP00000363643,365
ZNF395,ENSG00000186918,protein_coding,5808,ENSP00000340494,513
ZACN,ENSG00000186919,protein_coding,4307,ENSP00000334854,412
KRTAP22-1,ENSG00000186924,protein_coding,296,ENSP00000333887,48
KRTAP19-6,ENSG00000186925,protein_coding,330,ENSP00000375107,58
KRTAP6-2,ENSG00000186930,protein_coding,313,ENSP00000334560,62
OR13C8,ENSG00000186943,protein_coding,963,ENSP00000334068,320
PPARA,ENSG00000186951,protein_coding,13211,ENSP00000385523,468
TMEM232,ENSG00000186952,protein_coding,10171,ENSP00000401477,657
KRTAP19-2,ENSG00000186965,protein_coding,394,ENSP00000335660,52
KRTAP19-4,ENSG00000186967,protein_coding,342,ENSP00000335567,84
KRTAP15-1,ENSG00000186970,protein_coding,595,ENSP00000334866,137
KRTAP13-4,ENSG00000186971,protein_coding,807,ENSP00000334834,160
FAM183A,ENSG00000186973,protein_coding,843,ENSP00000387254,139
EFCAB6,ENSG00000186976,protein_coding,8557,ENSP00000262726,1501
KRTAP19-5,ENSG00000186977,protein_coding,485,ENSP00000334985,72
KRTAP23-1,ENSG00000186980,protein_coding,208,ENSP00000346536,65
KANK3,ENSG00000186994,protein_coding,3214,ENSP00000470728,840
EMID1,ENSG00000186998,protein_coding,4854,ENSP00000384452,445
ACTL7A,ENSG00000187003,protein_coding,1491,ENSP00000334300,435
KRTAP21-1,ENSG00000187005,protein_coding,414,ENSP00000335566,79
RHD,ENSG00000187010,protein_coding,3313,ENSP00000339577,493
ESPN,ENSG00000187017,protein_coding,6940,ENSP00000490186,1362
PNLIPRP1,ENSG00000187021,protein_coding,4986,ENSP00000351695,467
PTRH1,ENSG00000187024,protein_coding,4072,ENSP00000418661,214
KRTAP21-2,ENSG00000187026,protein_coding,466,ENSP00000334287,83
SAMD7,ENSG00000187033,protein_coding,2512,ENSP00000334668,446
GPR141,ENSG00000187037,protein_coding,4803,ENSP00000334540,305
TMPRSS6,ENSG00000187045,protein_coding,4232,ENSP00000371211,824
CYP4A11,ENSG00000187048,protein_coding,3887,ENSP00000311095,519
TMEM216,ENSG00000187049,protein_coding,1879,ENSP00000334844,148
RPS19BP1,ENSG00000187051,protein_coding,3669,ENSP00000333948,136
TMPRSS11A,ENSG00000187054,protein_coding,4273,ENSP00000334611,421
TMEM262,ENSG00000187066,protein_coding,4197,ENSP00000432459,116
C3orf70,ENSG00000187068,protein_coding,7159,ENSP00000334974,250
TEAD1,ENSG00000187079,protein_coding,10700,ENSP00000435233,426
OR2AK2,ENSG00000187080,protein_coding,1154,ENSP00000355436,320
DEFB106B,ENSG00000187082,protein_coding,316,ENSP00000334364,65
PLCD1,ENSG00000187091,protein_coding,4194,ENSP00000430344,777
CCK,ENSG00000187094,protein_coding,2063,ENSP00000335657,115
ENTPD5,ENSG00000187097,protein_coding,9842,ENSP00000335246,428
MITF,ENSG00000187098,protein_coding,7419,ENSP00000295600,526
HEATR4,ENSG00000187105,protein_coding,4209,ENSP00000335447,1026
NAP1L1,ENSG00000187109,protein_coding,17059,ENSP00000376947,391
LILRA5,ENSG00000187116,protein_coding,1787,ENSP00000404236,299
CMC1,ENSG00000187118,protein_coding,10533,ENSP00000418348,106
SLIT1,ENSG00000187122,protein_coding,9142,ENSP00000266058,1534
LYPD6,ENSG00000187123,protein_coding,4973,ENSP00000334463,171
AKR1C1,ENSG00000187134,protein_coding,8765,ENSP00000370254,323
VSTM2B,ENSG00000187135,protein_coding,2065,ENSP00000335038,285
FOXD3,ENSG00000187140,protein_coding,2562,ENSP00000360157,478
SPATA21,ENSG00000187144,protein_coding,4506,ENSP00000335612,469
RNF220,ENSG00000187147,protein_coding,9678,ENSP00000347548,566
ANGPTL5,ENSG00000187151,protein_coding,2368,ENSP00000335255,388
SHTN1,ENSG00000187164,protein_coding,8252,ENSP00000347532,631
H1-7,ENSG00000187166,protein_coding,1300,ENSP00000334805,255
LCE4A,ENSG00000187170,protein_coding,615,ENSP00000357766,99
LCE2A,ENSG00000187173,protein_coding,611,ENSP00000357768,106
KRTAP12-1,ENSG00000187175,protein_coding,588,ENSP00000375475,96
LCE2C,ENSG00000187180,protein_coding,625,ENSP00000357772,110
ENSG00000187186,ENSG00000187186,protein_coding,1829,ENSP00000457701,87
ZNF546,ENSG00000187187,protein_coding,9028,ENSP00000339823,836
TSPYL4,ENSG00000187189,protein_coding,4112,ENSP00000410943,414
DAZ3,ENSG00000187191,protein_coding,3715,ENSP00000371802,438
MT1X,ENSG00000187193,protein_coding,1727,ENSP00000377995,61
GCNT1,ENSG00000187210,protein_coding,9251,ENSP00000365920,428
LCE2D,ENSG00000187223,protein_coding,625,ENSP00000357773,110
SESTD1,ENSG00000187231,protein_coding,11405,ENSP00000415332,696
LCE3B,ENSG00000187238,protein_coding,288,ENSP00000335358,95
FNBP1,ENSG00000187239,protein_coding,6605,ENSP00000514403,645
DYNC2H1,ENSG00000187240,protein_coding,15012,ENSP00000497174,4314
KRT12,ENSG00000187242,protein_coding,2517,ENSP00000251643,494
MAGED4B,ENSG00000187243,protein_coding,4918,ENSP00000421861,757
BCAM,ENSG00000187244,protein_coding,4997,ENSP00000270233,628
RSBN1L,ENSG00000187257,protein_coding,7190,ENSP00000334040,846
NPSR1,ENSG00000187258,protein_coding,2695,ENSP00000370950,390
WDR86,ENSG00000187260,protein_coding,4044,ENSP00000419162,482
EPOR,ENSG00000187266,protein_coding,3077,ENSP00000222139,508
FAM9C,ENSG00000187268,protein_coding,5859,ENSP00000334430,166
KRTAP9-8,ENSG00000187272,protein_coding,1006,ENSP00000254072,159
CIDEC,ENSG00000187288,protein_coding,1960,ENSP00000373328,251
DCC,ENSG00000187323,protein_coding,13109,ENSP00000389140,1447
TAF9B,ENSG00000187325,protein_coding,2735,ENSP00000339917,251
PCDHB13,ENSG00000187372,protein_coding,5061,ENSP00000345491,798
MAGI2,ENSG00000187391,protein_coding,34030,ENSP00000346151,1455
LUZP2,ENSG00000187398,protein_coding,8858,ENSP00000336817,346
LHFPL3,ENSG00000187416,protein_coding,3376,ENSP00000393128,236
CHP1,ENSG00000187446,protein_coding,3947,ENSP00000335632,195
FPR3,ENSG00000187474,protein_coding,2779,ENSP00000341821,353
H1-6,ENSG00000187475,protein_coding,724,ENSP00000341214,207
C11orf96,ENSG00000187479,protein_coding,1242,ENSP00000479976,122
KCNJ11,ENSG00000187486,protein_coding,4946,ENSP00000345708,390
CDHR4,ENSG00000187492,protein_coding,3201,ENSP00000391409,788
COL4A1,ENSG00000187498,protein_coding,14926,ENSP00000364979,1669
PLEKHG7,ENSG00000187510,protein_coding,6487,ENSP00000344961,691
GJA4,ENSG00000187513,protein_coding,1716,ENSP00000343676,333
PTMA,ENSG00000187514,protein_coding,3381,ENSP00000406903,148
H2AP,ENSG00000187516,protein_coding,536,ENSP00000339511,117
HSPA14,ENSG00000187522,protein_coding,2502,ENSP00000367623,509
ATP13A5,ENSG00000187527,protein_coding,6206,ENSP00000341942,1218
SIRT7,ENSG00000187531,protein_coding,6134,ENSP00000329466,400
PRR27,ENSG00000187533,protein_coding,5289,ENSP00000343172,219
IFT140,ENSG00000187535,protein_coding,8130,ENSP00000406012,1462
POTEG,ENSG00000187537,protein_coding,2509,ENSP00000450853,508
PRAMEF10,ENSG00000187545,protein_coding,1525,ENSP00000235347,474
AGMO,ENSG00000187546,protein_coding,3588,ENSP00000341662,445
SBK2,ENSG00000187550,protein_coding,2258,ENSP00000345044,348
CYP26C1,ENSG00000187553,protein_coding,4378,ENSP00000498424,522
TLR5,ENSG00000187554,protein_coding,7753,ENSP00000440643,858
USP7,ENSG00000187555,protein_coding,8737,ENSP00000501290,1137
NANOS3,ENSG00000187556,protein_coding,1101,ENSP00000341992,192
FOXD4L3,ENSG00000187559,protein_coding,2218,ENSP00000341961,417
NHLRC1,ENSG00000187566,protein_coding,2238,ENSP00000345464,395
DPPA3,ENSG00000187569,protein_coding,1100,ENSP00000339250,159
COX8C,ENSG00000187581,protein_coding,542,ENSP00000340568,72
PLEKHN1,ENSG00000187583,protein_coding,3451,ENSP00000368719,663
ZNF385C,ENSG00000187595,protein_coding,5185,ENSP00000509658,503
MAGEH1,ENSG00000187601,protein_coding,1440,ENSP00000343706,219
TET3,ENSG00000187605,protein_coding,12991,ENSP00000386869,1795
ZNF286A,ENSG00000187607,protein_coding,6754,ENSP00000397163,521
ISG15,ENSG00000187608,protein_coding,867,ENSP00000496832,165
EXD3,ENSG00000187609,protein_coding,7575,ENSP00000340474,876
OR5W2,ENSG00000187612,protein_coding,933,ENSP00000342448,310
MYMK,ENSG00000187616,protein_coding,1021,ENSP00000419712,221
C17orf97,ENSG00000187624,protein_coding,2712,ENSP00000353245,423
ZKSCAN4,ENSG00000187626,protein_coding,5346,ENSP00000366509,545
RGPD1,ENSG00000187627,protein_coding,7221,ENSP00000381253,1756
DHRS4L2,ENSG00000187630,protein_coding,2472,ENSP00000453889,242
SAMD11,ENSG00000187634,protein_coding,4172,ENSP00000480678,845
PERM1,ENSG00000187642,protein_coding,3561,ENSP00000414022,790
VMAC,ENSG00000187650,protein_coding,2240,ENSP00000343348,169
C5orf52,ENSG00000187658,protein_coding,721,ENSP00000387027,159
HAPLN4,ENSG00000187664,protein_coding,4462,ENSP00000291481,402
ERC2,ENSG00000187672,protein_coding,8219,ENSP00000417280,965
B3GLCT,ENSG00000187676,protein_coding,4527,ENSP00000343002,498
SPRY4,ENSG00000187678,protein_coding,6555,ENSP00000344967,322
ERAS,ENSG00000187682,protein_coding,1303,ENSP00000339136,233
TRPV2,ENSG00000187688,protein_coding,3381,ENSP00000342222,764
AMTN,ENSG00000187689,protein_coding,1009,ENSP00000341013,209
EZHIP,ENSG00000187690,protein_coding,1896,ENSP00000342680,503
C2orf88,ENSG00000187699,protein_coding,5997,ENSP00000345107,95
